ORF,plate,date,row,col,class,score
YHR003C,6,11/30/11,11,13,1,41.80085
YGR231C,6,11/30/11,11,14,-1,-10.16161
YHR001W-A,6,11/30/11,11,15,1,2.53619
YGR232W,6,11/30/11,11,16,1,38.96435
YHL047C,6,11/30/11,11,17,1,20.98475
YGR230W,6,11/30/11,11,18,1,55.92643
YHL046C,6,11/30/11,11,19,1,41.50523
YGR229C,6,11/30/11,11,20,1,46.66414
YHL045W,6,11/30/11,11,21,1,90.86052
YGR228W,6,11/30/11,11,22,1,72.77291
YHL044W,6,11/30/11,11,23,1,70.19057
YHR143W,6,11/30/11,12,2,1,56.88041
YIL045W,6,11/30/11,12,3,1,19.70878
YHR142W,6,11/30/11,12,4,1,47.56543
YIL044C,6,11/30/11,12,5,1,50.64428
YHR140W,6,11/30/11,12,6,1,75.03588
YIL043C,6,11/30/11,12,7,1,0.50651
YHR139C-A,6,11/30/11,12,8,1,29.16900
YIL042C,6,11/30/11,12,9,1,89.55598
YHR139C,6,11/30/11,12,10,1,81.30695
YIL041W,6,11/30/11,12,11,1,46.42107
YHR138C,6,11/30/11,12,12,1,70.18754
YIL040W,6,11/30/11,12,13,1,76.82818
YHR137W,6,11/30/11,12,14,1,20.01931
YIL039W,6,11/30/11,12,15,1,61.72652
YHR136C,6,11/30/11,12,16,1,64.83542
YIL038C,6,11/30/11,12,17,1,42.75739
YHR135C,6,11/30/11,12,18,1,20.00877
YIL037C,6,11/30/11,12,19,1,33.74224
YHR134W,6,11/30/11,12,20,1,0.37168
YIL036W,6,11/30/11,12,21,1,65.70736
YHR133C,6,11/30/11,12,22,1,52.15782
YIL035C,6,11/30/11,12,23,1,41.83135
YGR259C,6,11/30/11,13,2,-1,-10.93156
YHR029C,6,11/30/11,13,3,1,65.76556
YGR256W,6,11/30/11,13,4,1,67.52137
YHR028C,6,11/30/11,13,5,1,48.01748
YGR250C,6,11/30/11,13,6,1,101.81097
YGR249W,6,11/30/11,13,8,1,103.28842
YHR022C,6,11/30/11,13,9,1,19.81359
YGR248W,6,11/30/11,13,10,-1,-1.21238
YHR021W-A,6,11/30/11,13,11,1,54.66096
YGR247W,6,11/30/11,13,12,1,55.77129
YHR021C,6,11/30/11,13,13,1,34.71525
YGR244C,6,11/30/11,13,14,1,72.00839
YGR243W,6,11/30/11,13,16,-1,-11.53487
YHR017W,6,11/30/11,13,17,1,95.52575
YGR242W,6,11/30/11,13,18,1,21.84815
YHR016C,6,11/30/11,13,19,1,21.94205
YGR241C,6,11/30/11,13,20,-1,-4.95537
YHR015W,6,11/30/11,13,21,1,62.77346
YGR239C,6,11/30/11,13,22,1,51.46025
YHR014W,6,11/30/11,13,23,1,24.64280
YHR159W,6,11/30/11,14,2,1,77.36440
YIL059C,6,11/30/11,14,3,1,42.25708
YHR158C,6,11/30/11,14,4,1,29.70541
YIL058W,6,11/30/11,14,5,1,55.59028
YHR157W,6,11/30/11,14,6,1,37.52694
YIL057C,6,11/30/11,14,7,1,22.12839
YHR156C,6,11/30/11,14,8,1,80.18693
YIL056W,6,11/30/11,14,9,1,47.18754
YHR155W,6,11/30/11,14,10,1,51.19004
YIL055C,6,11/30/11,14,11,1,34.89234
YHR154W,6,11/30/11,14,12,1,84.43231
YIL054W,6,11/30/11,14,13,1,49.03956
YHR153C,6,11/30/11,14,14,1,18.27941
YIL053W,6,11/30/11,14,15,1,51.63055
YHR152W,6,11/30/11,14,16,1,47.67312
YIL052C,6,11/30/11,14,17,1,52.60379
YHR151C,6,11/30/11,14,18,1,112.20064
YIL050W,6,11/30/11,14,19,1,26.83958
YHR150W,6,11/30/11,14,20,1,98.40819
YIL049W,6,11/30/11,14,21,1,28.42763
YHR146W,6,11/30/11,14,22,1,41.09989
YIL047C,6,11/30/11,14,23,1,26.97963
YGR282C,6,11/30/11,15,2,1,5.69960
YHR044C,6,11/30/11,15,3,1,3.62492
YGR281W,6,11/30/11,15,4,1,20.85217
YHR043C,6,11/30/11,15,5,1,56.80083
YGR279C,6,11/30/11,15,6,1,1.39319
YHR041C,6,11/30/11,15,7,1,17.42354
YGR275W,6,11/30/11,15,8,1,17.64353
YHR039C,6,11/30/11,15,9,1,79.64972
YGR270W,6,11/30/11,15,10,1,39.82578
YHR037W,6,11/30/11,15,11,1,18.80447
YGR269W,6,11/30/11,15,12,1,75.50100
YHR035W,6,11/30/11,15,13,1,107.67384
YGR268C,6,11/30/11,15,14,1,38.68291
YHR034C,6,11/30/11,15,15,1,103.41541
YGR266W,6,11/30/11,15,16,1,76.36404
YHR033W,6,11/30/11,15,17,-1,-2.66899
YGR263C,6,11/30/11,15,18,1,68.40387
YHR032W,6,11/30/11,15,19,1,21.48587
YGR261C,6,11/30/11,15,20,1,10.35597
YHR031C,6,11/30/11,15,21,1,88.56760
YGR260W,6,11/30/11,15,22,1,39.23343
YHR030C,6,11/30/11,15,23,1,24.43303
YJL110C,7,11/30/11,2,2,1,59.02130
YJL215C,7,11/30/11,2,3,1,93.39608
YJL108C,7,11/30/11,2,4,1,21.27317
YJL214W,7,11/30/11,2,5,1,66.79452
YJL105W,7,11/30/11,2,6,1,90.61430
YJL213W,7,11/30/11,2,7,1,42.25408
YJL212C,7,11/30/11,2,9,1,100.66911
YJL100W,7,11/30/11,2,10,1,17.46930
YJL211C,7,11/30/11,2,11,1,92.97067
YJL099W,7,11/30/11,2,12,1,33.66396
YJL210W,7,11/30/11,2,13,1,107.24180
YJL098W,7,11/30/11,2,14,1,33.63419
YJL208C,7,11/30/11,2,15,1,87.21176
YJL095W,7,11/30/11,2,16,1,75.44665
YJL207C,7,11/30/11,2,17,1,46.88359
YJL094C,7,11/30/11,2,18,1,60.06329
YJL206C-A,7,11/30/11,2,19,1,52.02090
YJL093C,7,11/30/11,2,20,1,53.73763
YJL206C,7,11/30/11,2,21,1,46.16711
YJL089W,7,11/30/11,2,22,1,18.89767
YJL204C,7,11/30/11,2,23,1,17.11377
YIL076W,7,11/30/11,3,2,1,51.15415
YIR020C,7,11/30/11,3,3,-1,-4.76229
YIL074C,7,11/30/11,3,4,1,70.68788
YIR019C,7,11/30/11,3,5,1,94.22209
YIL073C,7,11/30/11,3,6,1,55.84231
YIR018W,7,11/30/11,3,7,1,68.64714
YIL072W,7,11/30/11,3,8,1,65.28284
YIR017C,7,11/30/11,3,9,1,46.90938
YIL071C,7,11/30/11,3,10,1,17.00555
YIR016W,7,11/30/11,3,11,1,50.73115
YIL070C,7,11/30/11,3,12,1,8.45878
YIR014W,7,11/30/11,3,13,1,67.82083
YIL067C,7,11/30/11,3,14,1,39.74002
YIR013C,7,11/30/11,3,15,1,51.31480
YIL066C,7,11/30/11,3,16,1,19.79210
YIR009W,7,11/30/11,3,17,1,78.03621
YIL065C,7,11/30/11,3,18,1,56.66846
YIR007W,7,11/30/11,3,19,1,14.32921
YIL064W,7,11/30/11,3,20,1,97.85890
YIR005W,7,11/30/11,3,21,1,41.64699
YIL060W,7,11/30/11,3,22,1,33.24734
YIR003W,7,11/30/11,3,23,1,69.07432
YJL131C,7,11/30/11,4,2,1,37.35668
YJR011C,7,11/30/11,4,3,1,51.07243
YJR010W,7,11/30/11,4,5,1,58.80371
YJL128C,7,11/30/11,4,6,1,63.72241
YJR010C-A,7,11/30/11,4,7,1,58.19371
YJL126W,7,11/30/11,4,8,1,71.14778
YJR009C,7,11/30/11,4,9,1,41.29273
YJR008W,7,11/30/11,4,11,1,66.99363
YJL123C,7,11/30/11,4,12,1,33.85606
YJR005W,7,11/30/11,4,13,1,31.68483
YJL122W,7,11/30/11,4,14,1,7.89620
YJR003C,7,11/30/11,4,15,1,86.52121
YJL121C,7,11/30/11,4,16,1,70.53347
YJR001W,7,11/30/11,4,17,1,77.16876
YJL116C,7,11/30/11,4,18,1,46.51261
YJL218W,7,11/30/11,4,19,1,55.07586
YJL217W,7,11/30/11,4,21,1,37.24155
YJL112W,7,11/30/11,4,22,1,94.80593
YJL216C,7,11/30/11,4,23,1,35.14037
YIL095W,7,11/30/11,5,2,1,39.02460
YIR033W,7,11/30/11,5,3,1,65.27745
YIL093C,7,11/30/11,5,4,1,7.97499
YIR032C,7,11/30/11,5,5,1,6.04064
YIL092W,7,11/30/11,5,6,1,17.55381
YIR031C,7,11/30/11,5,7,1,61.84796
YIL090W,7,11/30/11,5,8,1,67.94760
YIR030C,7,11/30/11,5,9,1,72.33280
YIL089W,7,11/30/11,5,10,1,76.16703
YIR029W,7,11/30/11,5,11,1,35.27819
YIL088C,7,11/30/11,5,12,1,51.15572
YIR028W,7,11/30/11,5,13,1,28.11857
YIL087C,7,11/30/11,5,14,1,27.88393
YIR027C,7,11/30/11,5,15,1,40.11576
YIL086C,7,11/30/11,5,16,1,17.52640
YIR025W,7,11/30/11,5,17,1,35.48407
YIL084C,7,11/30/11,5,18,-1,-12.08558
YIR024C,7,11/30/11,5,19,1,51.21658
YIL079C,7,11/30/11,5,20,1,72.38356
YIR023W,7,11/30/11,5,21,1,50.43949
YIL077C,7,11/30/11,5,22,1,56.84410
YIR020W-B,7,11/30/11,5,23,1,6.11129
YJL144W,7,11/30/11,6,2,-1,-15.06098
YJR032W,7,11/30/11,6,3,1,53.41779
YJL142C,7,11/30/11,6,4,1,33.26386
YJR031C,7,11/30/11,6,5,1,23.79176
YJL141C,7,11/30/11,6,6,1,87.87773
YJR030C,7,11/30/11,6,7,1,15.50192
YJL139C,7,11/30/11,6,8,-1,-8.63180
YJR026W,7,11/30/11,6,9,1,51.31292
YJL138C,7,11/30/11,6,10,1,89.86259
YJR025C,7,11/30/11,6,11,1,40.86772
YJL137C,7,11/30/11,6,12,1,68.91323
YJR024C,7,11/30/11,6,13,1,59.35862
YJL136C,7,11/30/11,6,14,1,32.82252
YJR021C,7,11/30/11,6,15,1,22.44736
YJL135W,7,11/30/11,6,16,1,42.45764
YJR020W,7,11/30/11,6,17,1,16.73463
YJL134W,7,11/30/11,6,18,1,45.08635
YJR019C,7,11/30/11,6,19,1,49.57134
YJL133W,7,11/30/11,6,20,1,24.19171
YJR015W,7,11/30/11,6,21,1,44.60220
YJL132W,7,11/30/11,6,22,1,42.82815
YJR014W,7,11/30/11,6,23,1,38.29453
YIL110W,7,11/30/11,7,2,1,42.73595
YJL007C,7,11/30/11,7,3,1,49.01125
YIL108W,7,11/30/11,7,4,1,15.53953
YJL004C,7,11/30/11,7,5,1,42.80074
YIL107C,7,11/30/11,7,6,1,60.51171
YIR044C,7,11/30/11,7,7,1,77.41031
YIL105C,7,11/30/11,7,8,1,64.67038
YIR043C,7,11/30/11,7,9,1,58.39382
YIL103W,7,11/30/11,7,10,1,32.14040
YIR042C,7,11/30/11,7,11,1,110.79741
YIL101C,7,11/30/11,7,12,1,86.22726
YIR039C,7,11/30/11,7,13,1,43.66916
YIL100W,7,11/30/11,7,14,1,22.20942
YIR038C,7,11/30/11,7,15,1,26.37702
YIL099W,7,11/30/11,7,16,1,71.26553
YIR037W,7,11/30/11,7,17,-1,-9.83120
YIL098C,7,11/30/11,7,18,1,58.45020
YIR036C,7,11/30/11,7,19,1,2.28563
YIL097W,7,11/30/11,7,20,1,32.35828
YIR035C,7,11/30/11,7,21,-1,-2.58882
YIL096C,7,11/30/11,7,22,1,38.83691
YJL155C,7,11/30/11,8,2,1,98.14726
YJR050W,7,11/30/11,8,3,1,77.15125
YJL154C,7,11/30/11,8,4,1,85.23781
YJR049C,7,11/30/11,8,5,1,41.34746
YJL153C,7,11/30/11,8,6,1,10.36089
YJR048W,7,11/30/11,8,7,1,38.26076
YJL152W,7,11/30/11,8,8,1,15.83801
YJR047C,7,11/30/11,8,9,1,33.19539
YJL151C,7,11/30/11,8,10,1,98.89836
YJR043C,7,11/30/11,8,11,1,51.96560
YJL150W,7,11/30/11,8,12,1,41.92842
YJR040W,7,11/30/11,8,13,1,83.94507
YJL149W,7,11/30/11,8,14,1,75.05711
YJR038C,7,11/30/11,8,15,1,63.03843
YJL148W,7,11/30/11,8,16,1,41.06098
YJR037W,7,11/30/11,8,17,1,83.21651
YJL147C,7,11/30/11,8,18,1,88.67679
YJR036C,7,11/30/11,8,19,1,41.00311
YJL146W,7,11/30/11,8,20,-1,-5.60509
YJR035W,7,11/30/11,8,21,1,83.31529
YJL145W,7,11/30/11,8,22,1,33.20185
YJR033C,7,11/30/11,8,23,1,33.37986
YIL130W,7,11/30/11,9,2,-1,-6.20260
YJL028W,7,11/30/11,9,3,1,49.32175
YIL128W,7,11/30/11,9,4,1,32.31987
YJL027C,7,11/30/11,9,5,1,71.68723
YIL124W,7,11/30/11,9,6,1,25.77660
YJL024C,7,11/30/11,9,7,1,11.16027
YIL123W,7,11/30/11,9,8,1,20.56753
YJL023C,7,11/30/11,9,9,1,32.08304
YIL120W,7,11/30/11,9,10,1,65.99159
YJL022W,7,11/30/11,9,11,1,98.27568
YIL119C,7,11/30/11,9,12,1,22.06336
YJL021C,7,11/30/11,9,13,1,4.77456
YIL117C,7,11/30/11,9,14,1,75.02884
YJL020C,7,11/30/11,9,15,1,56.23073
YJL017W,7,11/30/11,9,17,-1,-1.38944
YIL114C,7,11/30/11,9,18,1,29.00042
YJL016W,7,11/30/11,9,19,1,33.23299
YIL113W,7,11/30/11,9,20,1,34.46176
YJL013C,7,11/30/11,9,21,1,38.17677
YIL112W,7,11/30/11,9,22,1,3.18439
YJL012C,7,11/30/11,9,23,1,67.35249
YJL169W,7,11/30/11,10,2,1,52.39783
YJR070C,7,11/30/11,10,3,1,65.09281
YJL168C,7,11/30/11,10,4,1,42.04053
YJR069C,7,11/30/11,10,5,1,52.29189
YJR062C,7,11/30/11,10,7,1,52.57515
YJL164C,7,11/30/11,10,8,1,41.62364
YJR061W,7,11/30/11,10,9,1,50.85897
YJL163C,7,11/30/11,10,10,-1,-1.42402
YJR060W,7,11/30/11,10,11,1,74.25834
YJL162C,7,11/30/11,10,12,1,35.92395
YJR059W,7,11/30/11,10,13,1,47.41388
YJL161W,7,11/30/11,10,14,1,70.21491
YJR058C,7,11/30/11,10,15,1,45.41442
YJL160C,7,11/30/11,10,16,1,70.21188
YJL159W,7,11/30/11,10,18,1,103.12381
YJR053W,7,11/30/11,10,19,1,33.79518
YJL158C,7,11/30/11,10,20,1,50.11428
YJR052W,7,11/30/11,10,21,1,8.04418
YJL157C,7,11/30/11,10,22,1,7.62802
YJR051W,7,11/30/11,10,23,1,78.25357
YIL146C,7,11/30/11,11,2,1,89.09874
YJL048C,7,11/30/11,11,3,-1,-13.15162
YIL145C,7,11/30/11,11,4,1,48.66931
YJL047C,7,11/30/11,11,5,1,110.56414
YIL141W,7,11/30/11,11,6,1,72.24056
YJL046W,7,11/30/11,11,7,1,79.85280
YIL140W,7,11/30/11,11,8,1,48.95251
YJL045W,7,11/30/11,11,9,-1,-4.45881
YIL139C,7,11/30/11,11,10,1,90.80225
YJL044C,7,11/30/11,11,11,1,17.94890
YIL138C,7,11/30/11,11,12,1,51.57691
YJL043W,7,11/30/11,11,13,1,23.90858
YIL137C,7,11/30/11,11,14,1,36.64813
YJL042W,7,11/30/11,11,15,1,72.18120
YIL135C,7,11/30/11,11,16,1,61.22074
YJL038C,7,11/30/11,11,17,1,25.26409
YIL134W,7,11/30/11,11,18,1,56.36270
YJL037W,7,11/30/11,11,19,1,62.96227
YIL133C,7,11/30/11,11,20,1,55.24016
YJL036W,7,11/30/11,11,21,1,45.11946
YIL132C,7,11/30/11,11,22,1,68.85090
YJL030W,7,11/30/11,11,23,1,46.79570
YJL186W,7,11/30/11,12,2,1,117.39203
YJR087W,7,11/30/11,12,3,1,22.70439
YJL185C,7,11/30/11,12,4,1,30.58222
YJR084W,7,11/30/11,12,5,1,89.89113
YJR083C,7,11/30/11,12,7,-1,-16.83079
YJL182C,7,11/30/11,12,8,1,39.16107
YJR082C,7,11/30/11,12,9,1,50.83013
YJL181W,7,11/30/11,12,10,1,50.70739
YJR080C,7,11/30/11,12,11,1,24.47986
YJL178C,7,11/30/11,12,12,1,84.76169
YJR079W,7,11/30/11,12,13,1,0.42771
YJL176C,7,11/30/11,12,14,1,25.88491
YJR078W,7,11/30/11,12,15,1,19.82198
YJL175W,7,11/30/11,12,16,1,94.28859
YJL172W,7,11/30/11,12,18,1,64.99239
YJR075W,7,11/30/11,12,19,1,80.81567
YJL171C,7,11/30/11,12,20,1,20.99603
YJR074W,7,11/30/11,12,21,1,34.51574
YJL170C,7,11/30/11,12,22,1,65.97385
YIL161W,7,11/30/11,13,2,1,43.46231
YJL065C,7,11/30/11,13,3,1,26.29566
YIL160C,7,11/30/11,13,4,1,50.27113
YJL064W,7,11/30/11,13,5,1,25.30101
YJL062W,7,11/30/11,13,7,1,86.15134
YIL157C,7,11/30/11,13,8,1,33.30067
YJL060W,7,11/30/11,13,9,1,55.22112
YIL156W,7,11/30/11,13,10,1,81.92137
YJL059W,7,11/30/11,13,11,1,54.40734
YIL155C,7,11/30/11,13,12,1,92.25725
YJL058C,7,11/30/11,13,13,-1,-1.45353
YIL154C,7,11/30/11,13,14,1,1.46105
YJL057C,7,11/30/11,13,15,-1,-1.75352
YIL153W,7,11/30/11,13,16,1,12.76435
YJL055W,7,11/30/11,13,17,1,47.18444
YIL152W,7,11/30/11,13,18,1,95.59127
YJL053W,7,11/30/11,13,19,1,110.99496
YIL149C,7,11/30/11,13,20,1,54.43740
YJL051W,7,11/30/11,13,21,1,14.66940
YIL148W,7,11/30/11,13,22,1,77.38663
YJL049W,7,11/30/11,13,23,1,2.92607
YJL201W,7,11/30/11,14,2,1,59.55105
YJR099W,7,11/30/11,14,3,1,57.09418
YJL199C,7,11/30/11,14,4,1,52.51378
YJR098C,7,11/30/11,14,5,1,37.05981
YJL198W,7,11/30/11,14,6,1,33.42635
YJR097W,7,11/30/11,14,7,1,27.25830
YJL197W,7,11/30/11,14,8,1,85.01723
YJR096W,7,11/30/11,14,9,1,7.79127
YJL196C,7,11/30/11,14,10,1,58.90925
YJR095W,7,11/30/11,14,11,1,34.76568
YJL193W,7,11/30/11,14,12,1,48.73118
YJR094W-A,7,11/30/11,14,13,-1,-11.78651
YJL192C,7,11/30/11,14,14,1,52.48685
YJR094C,7,11/30/11,14,15,-1,-14.20517
YJL191W,7,11/30/11,14,16,1,30.56944
YJR092W,7,11/30/11,14,17,1,63.72887
YJL190C,7,11/30/11,14,18,1,47.06103
YJR091C,7,11/30/11,14,19,1,50.58898
YJL188C,7,11/30/11,14,20,1,54.36667
YJL187C,7,11/30/11,14,22,1,40.70526
YJR088C,7,11/30/11,14,23,1,71.83907
YIR002C,7,11/30/11,15,2,1,50.17879
YIR001C,7,11/30/11,15,4,1,66.31110
YJL084C,7,11/30/11,15,5,1,91.96094
YIL173W,7,11/30/11,15,6,1,40.71848
YJL083W,7,11/30/11,15,7,1,25.72129
YIL170W,7,11/30/11,15,8,1,21.39472
YJL078C,7,11/30/11,15,9,1,80.26212
YIL168W,7,11/30/11,15,10,1,53.25502
YJL077C,7,11/30/11,15,11,-1,-2.20478
YIL167W,7,11/30/11,15,12,1,65.77036
YJL073W,7,11/30/11,15,13,1,56.60506
YIL166C,7,11/30/11,15,14,1,37.49126
YIL165C,7,11/30/11,15,16,1,67.07852
YJL070C,7,11/30/11,15,17,1,39.96261
YIL164C,7,11/30/11,15,18,1,42.62639
YJL068C,7,11/30/11,15,19,1,7.83180
YIL163C,7,11/30/11,15,20,1,64.75560
YJL067W,7,11/30/11,15,21,-1,-4.79303
YIL162W,7,11/30/11,15,22,1,31.13682
YJL066C,7,11/30/11,15,23,1,99.40757
YKL187C,8,11/30/11,2,2,1,77.09817
YKR059W,8,11/30/11,2,3,1,38.18849
YKL185W,8,11/30/11,2,4,1,57.42835
YKR058W,8,11/30/11,2,5,1,29.51545
YKR057W,8,11/30/11,2,7,1,49.76005
YKL183W,8,11/30/11,2,8,1,53.43324
YKR056W,8,11/30/11,2,9,1,89.89817
YKL179C,8,11/30/11,2,10,1,84.24484
YKR055W,8,11/30/11,2,11,1,55.89795
YKL178C,8,11/30/11,2,12,1,89.81554
YKR054C,8,11/30/11,2,13,1,54.42479
YKL177W,8,11/30/11,2,14,-1,-3.13613
YKR053C,8,11/30/11,2,15,1,68.93640
YKL176C,8,11/30/11,2,16,1,51.12721
YKR052C,8,11/30/11,2,17,1,13.79104
YKL175W,8,11/30/11,2,18,1,102.00615
YKR051W,8,11/30/11,2,19,1,18.10899
YKL174C,8,11/30/11,2,20,1,80.62918
YKR050W,8,11/30/11,2,21,1,28.03269
YKL171W,8,11/30/11,2,22,1,1.74525
YKR049C,8,11/30/11,2,23,-1,-8.21739
YJR117W,8,11/30/11,3,2,1,42.87418
YKL073W,8,11/30/11,3,3,1,58.40109
YJR116W,8,11/30/11,3,4,1,0.62700
YKL072W,8,11/30/11,3,5,1,40.58853
YJR115W,8,11/30/11,3,6,1,32.43606
YKL071W,8,11/30/11,3,7,-1,-16.29074
YJR111C,8,11/30/11,3,8,1,93.89406
YKL070W,8,11/30/11,3,9,1,12.50794
YJR110W,8,11/30/11,3,10,1,99.84547
YKL069W,8,11/30/11,3,11,1,53.09402
YKL068W,8,11/30/11,3,13,1,52.51558
YJR108W,8,11/30/11,3,14,1,25.98182
YKL067W,8,11/30/11,3,15,1,79.62842
YJR107W,8,11/30/11,3,16,1,15.89757
YKL066W,8,11/30/11,3,17,1,63.79687
YJR106W,8,11/30/11,3,18,1,9.75825
YKL065C,8,11/30/11,3,19,1,22.79184
YJR103W,8,11/30/11,3,20,1,65.71266
YKL064W,8,11/30/11,3,21,1,6.87573
YJR100C,8,11/30/11,3,22,1,56.63038
YKL063C,8,11/30/11,3,23,1,46.36453
YKL205W,8,11/30/11,4,2,-1,-16.70598
YKR076W,8,11/30/11,4,3,-1,-17.31772
YKR074W,8,11/30/11,4,5,1,58.25785
YKL202W,8,11/30/11,4,6,1,49.58007
YKR072C,8,11/30/11,4,7,1,46.30744
YKL201C,8,11/30/11,4,8,1,43.37734
YKR070W,8,11/30/11,4,9,1,50.17108
YKL200C,8,11/30/11,4,10,1,35.25746
YKR069W,8,11/30/11,4,11,1,84.72735
YKL199C,8,11/30/11,4,12,1,45.71634
YKR067W,8,11/30/11,4,13,1,28.41586
YKL198C,8,11/30/11,4,14,1,51.48911
YKR066C,8,11/30/11,4,15,1,45.05328
YKL197C,8,11/30/11,4,16,1,88.17381
YKR065C,8,11/30/11,4,17,1,67.00072
YKL191W,8,11/30/11,4,18,1,0.71599
YKR064W,8,11/30/11,4,19,1,46.27232
YKL190W,8,11/30/11,4,20,1,109.89468
YKR061W,8,11/30/11,4,21,1,60.18559
YKL188C,8,11/30/11,4,22,1,71.63517
YKR060W,8,11/30/11,4,23,1,106.90478
YJR130C,8,11/30/11,5,2,1,35.69649
YKL091C,8,11/30/11,5,3,1,56.00770
YJR129C,8,11/30/11,5,4,1,55.07525
YKL090W,8,11/30/11,5,5,1,98.19065
YJR128W,8,11/30/11,5,6,1,80.57497
YKL086W,8,11/30/11,5,7,1,55.10501
YJR127C,8,11/30/11,5,8,1,40.15921
YKL085W,8,11/30/11,5,9,1,38.28994
YJR126C,8,11/30/11,5,10,1,81.04849
YKL084W,8,11/30/11,5,11,1,51.27761
YJR125C,8,11/30/11,5,12,1,45.39894
YKL081W,8,11/30/11,5,13,1,65.57131
YJR124C,8,11/30/11,5,14,1,21.85276
YKL079W,8,11/30/11,5,15,1,100.19797
YJR121W,8,11/30/11,5,16,1,26.97923
YKL077W,8,11/30/11,5,17,-1,-7.43535
YJR120W,8,11/30/11,5,18,1,45.05151
YKL076C,8,11/30/11,5,19,1,24.18043
YJR119C,8,11/30/11,5,20,1,47.62992
YKL075C,8,11/30/11,5,21,1,42.02522
YJR118C,8,11/30/11,5,22,1,67.89540
YKL074C,8,11/30/11,5,23,-1,-20.01797
YKL218C,8,11/30/11,6,2,1,57.39143
YKR092C,8,11/30/11,6,3,1,72.38480
YKL217W,8,11/30/11,6,4,1,26.98957
YKR091W,8,11/30/11,6,5,1,47.14380
YKR090W,8,11/30/11,6,7,1,14.52494
YKL215C,8,11/30/11,6,8,1,31.60936
YKR089C,8,11/30/11,6,9,1,40.43548
YKL214C,8,11/30/11,6,10,1,64.20586
YKR088C,8,11/30/11,6,11,1,81.22885
YKL213C,8,11/30/11,6,12,1,35.31571
YKR087C,8,11/30/11,6,13,1,31.24074
YKR084C,8,11/30/11,6,15,1,55.24840
YKL211C,8,11/30/11,6,16,1,60.12774
YKR082W,8,11/30/11,6,17,1,20.42853
YKL208W,8,11/30/11,6,18,1,33.00232
YKR080W,8,11/30/11,6,19,1,27.62043
YKL207W,8,11/30/11,6,20,1,11.10841
YKR078W,8,11/30/11,6,21,1,44.75810
YKL206C,8,11/30/11,6,22,1,14.52611
YKR077W,8,11/30/11,6,23,1,48.44529
YJR147W,8,11/30/11,7,2,-1,-15.79458
YKL103C,8,11/30/11,7,3,1,4.58454
YJR146W,8,11/30/11,7,4,1,43.50980
YKL102C,8,11/30/11,7,5,1,48.32734
YJR145C,8,11/30/11,7,6,1,29.65755
YKL101W,8,11/30/11,7,7,1,49.22500
YJR142W,8,11/30/11,7,8,1,85.11059
YKL100C,8,11/30/11,7,9,1,40.02562
YJR140C,8,11/30/11,7,10,1,89.66254
YKL098W,8,11/30/11,7,11,1,53.88748
YKL097C,8,11/30/11,7,13,1,42.10155
YJR137C,8,11/30/11,7,14,1,19.50217
YKL096W-A,8,11/30/11,7,15,1,99.24582
YJR135C,8,11/30/11,7,16,1,30.96764
YKL096W,8,11/30/11,7,17,1,102.69748
YJR134C,8,11/30/11,7,18,1,53.57514
YKL094W,8,11/30/11,7,19,1,61.83394
YJR133W,8,11/30/11,7,20,1,49.31032
YKL093W,8,11/30/11,7,21,1,92.79129
YJR131W,8,11/30/11,7,22,1,8.75023
YKL092C,8,11/30/11,7,23,1,35.42440
YKR012C,8,11/30/11,8,2,1,55.65779
YKR103W,8,11/30/11,8,3,1,52.37379
YKR011C,8,11/30/11,8,4,1,62.59792
YKR102W,8,11/30/11,8,5,1,59.58183
YKR010C,8,11/30/11,8,6,1,76.50658
YKR101W,8,11/30/11,8,7,1,21.36504
YKR009C,8,11/30/11,8,8,1,35.59913
YKR100C,8,11/30/11,8,9,1,95.56185
YKR007W,8,11/30/11,8,10,1,5.84002
YKR099W,8,11/30/11,8,11,1,88.43717
YKR005C,8,11/30/11,8,12,1,62.52358
YKR098C,8,11/30/11,8,13,1,67.09242
YKR003W,8,11/30/11,8,14,1,89.16498
YKR097W,8,11/30/11,8,15,1,67.93885
YKR001C,8,11/30/11,8,16,1,2.03287
YKR096W,8,11/30/11,8,17,1,48.52035
YKL222C,8,11/30/11,8,18,1,75.35212
YKR095W,8,11/30/11,8,19,1,97.10552
YKL221W,8,11/30/11,8,20,1,8.42342
YKR094C,8,11/30/11,8,21,1,12.41630
YKL220C,8,11/30/11,8,22,1,31.54925
YKR093W,8,11/30/11,8,23,1,71.29119
YKL008C,8,11/30/11,9,2,1,9.82865
YKL120W,8,11/30/11,9,3,1,73.82576
YKL007W,8,11/30/11,9,4,1,52.15177
YKL117W,8,11/30/11,9,5,-1,-10.82070
YKL006W,8,11/30/11,9,6,1,50.19366
YKL116C,8,11/30/11,9,7,1,35.29849
YKL005C,8,11/30/11,9,8,1,28.84393
YKL115C,8,11/30/11,9,9,1,49.82165
YKL001C,8,11/30/11,9,10,1,89.16225
YKL114C,8,11/30/11,9,11,1,60.85788
YJR154W,8,11/30/11,9,12,1,76.85743
YKL113C,8,11/30/11,9,13,1,21.79186
YJR153W,8,11/30/11,9,14,1,63.76952
YKL110C,8,11/30/11,9,15,1,101.00925
YJR152W,8,11/30/11,9,16,1,43.33390
YKL109W,8,11/30/11,9,17,1,20.36749
YJR150C,8,11/30/11,9,18,1,60.54733
