ORF,plate,date,row,col,class,score
YCR023C,2,11/29/11,11,5,-1,-5.78012
YCR019W,2,11/29/11,11,15,-1,-0.60207
YDL183C,2,11/29/11,14,5,-1,-1.90112
YCR059C,2,11/29/11,15,7,-1,-7.95568
YDR383C,3,11/19/11,10,11,-1,-7.14686
YDR380W,3,11/19/11,10,15,-1,-11.70159
YDR147W,3,11/19/11,11,3,-1,-4.61810
YDR146C,3,11/19/11,11,5,-1,-2.53200
YDR143C,3,11/19/11,11,9,-1,-1.66134
YDR142C,3,11/19/11,11,11,-1,-7.71701
YDR402C,3,11/19/11,12,5,-1,-1.79563
YDR391C,3,11/19/11,12,19,-1,-10.41550
YDR291W,3,11/19/11,14,8,-1,-7.88568
YDR411C,3,11/19/11,14,15,-1,-11.49344
YDR409W,3,11/19/11,14,19,-1,-5.17401
YDR071C,3,11/19/11,15,4,-1,-10.13254
YER167W,4,11/29/11,4,13,-1,-1.67886
YDR469W,4,11/29/11,7,14,-1,-14.25096
YEL062W,4,11/29/11,9,9,-1,-7.14727
YFL050C,4,11/29/11,12,5,-1,-15.01929
YER117W,4,11/29/11,12,16,-1,-8.78360
YDR525W-A,4,11/29/11,13,4,-1,-0.51119
YER134C,4,11/29/11,14,12,-1,-9.16991
YER046W,4,11/29/11,15,3,-1,-13.81194
YER033C,4,11/29/11,15,23,-1,-9.50234
YFR018C,5,11/30/11,3,10,-1,-4.95896
YFR017C,5,11/30/11,3,12,-1,-1.06116
YFR044C,5,11/30/11,7,10,-1,-10.18493
YGL146C,5,11/30/11,9,7,-1,-11.10721
YGL004C,5,11/30/11,9,8,-1,-14.31715
YFR057W,5,11/30/11,9,12,-1,-11.66249
YGL013C,5,11/30/11,11,18,-1,-15.04739
YGL036W,5,11/30/11,13,6,-1,-11.96624
YGL034C,5,11/30/11,13,10,-1,-15.99886
YGL168W,5,11/30/11,13,11,-1,-15.63629
YGL199C,5,11/30/11,15,3,-1,-10.21009
YGL198W,5,11/30/11,15,5,-1,-8.46559
YGL056C,5,11/30/11,15,8,-1,-15.39954
YGL194C,5,11/30/11,15,13,-1,-7.91423
YGR178C,6,11/30/11,3,2,-1,-12.60743
YGR196C,6,11/30/11,5,2,-1,-13.44893
YHL023C,6,11/30/11,7,19,-1,-10.51514
YGR226C,6,11/30/11,9,4,-1,-14.55053
YGR231C,6,11/30/11,11,14,-1,-10.16161
YGR259C,6,11/30/11,13,2,-1,-10.93156
YGR248W,6,11/30/11,13,10,-1,-1.21238
YGR243W,6,11/30/11,13,16,-1,-11.53487
YGR241C,6,11/30/11,13,20,-1,-4.95537
YHR033W,6,11/30/11,15,17,-1,-2.66899
YIR020C,7,11/30/11,3,3,-1,-4.76229
YJL144W,7,11/30/11,6,2,-1,-15.06098
YIR037W,7,11/30/11,7,17,-1,-9.83120
YIR035C,7,11/30/11,7,21,-1,-2.58882
YJL146W,7,11/30/11,8,20,-1,-5.60509
YIL130W,7,11/30/11,9,2,-1,-6.20260
YJL017W,7,11/30/11,9,17,-1,-1.38944
YJL048C,7,11/30/11,11,3,-1,-13.15162
YJL045W,7,11/30/11,11,9,-1,-4.45881
YJL058C,7,11/30/11,13,13,-1,-1.45353
YJL057C,7,11/30/11,13,15,-1,-1.75352
YJL067W,7,11/30/11,15,21,-1,-4.79303
YKL071W,8,11/30/11,3,7,-1,-16.29074
YKL077W,8,11/30/11,5,17,-1,-7.43535
YJR147W,8,11/30/11,7,2,-1,-15.79458
YKL117W,8,11/30/11,9,5,-1,-10.82070
YKL131W,8,11/30/11,11,9,-1,-11.14140
YKL150W,8,11/30/11,13,7,-1,-11.52724
YKL040C,8,11/30/11,13,8,-1,-8.67052
YKL166C,8,11/30/11,15,7,-1,-15.36414
YKL053W,8,11/30/11,15,10,-1,-13.16487
YKL050C,8,11/30/11,15,16,-1,-2.85898
YLR102C,9,12/09/11,5,21,-1,-5.66646
YLR364W,9,12/09/11,8,17,-1,-12.05348
YLR385C,9,12/09/11,10,7,-1,-9.80494
YLR375W,9,12/09/11,10,19,-1,-12.47405
YLR395C,9,12/09/11,12,7,-1,-0.20777
YLR392C,9,12/09/11,12,13,-1,-3.57149
YPR055W,TS1-37,12/01/11,2,6,-1,-6.69706
YGR172C,TS1-37,12/01/11,7,10,-1,-0.85849
YJR057W,TS1-RT,12/01/11,9,10,-1,-0.30333
YER006W,TS1-RT,12/01/11,14,5,-1,-15.08553
YLR418C,TS2-37,12/01/11,4,6,-1,-10.26960
YKR092C,TS2-37,12/01/11,6,3,-1,-1.85690
YML049C,TS2-37,12/01/11,8,2,-1,-7.10825
YDL193W,TS2-37,12/01/11,9,4,-1,-15.91042
YJR054W,TS2-37,12/01/11,15,6,-1,-7.46665
YPR181C,TS2-37,12/01/11,15,10,-1,-9.79236
YDL220C,TS2-RT,12/01/11,2,5,-1,-12.79478
YNL262W,TS2-RT,12/01/11,3,10,-1,-4.53714
YLR418C,TS2-RT,12/01/11,4,6,-1,-0.53802
YGL115W,TS2-RT,12/01/11,4,8,-1,-3.71925
YOR322C,TS2-RT,12/01/11,6,17,-1,-8.78851
YIL150C,TS2-RT,12/01/11,6,21,-1,-9.76850
YKL049C,TS2-RT,12/01/11,7,4,-1,-11.29454
YGR048W,TS2-RT,12/01/11,7,16,-1,-4.10787
YMR277W,TS2-RT,12/01/11,9,17,-1,-12.12033
YDR180W,TS2-RT,12/01/11,12,6,-1,-15.88347
YAL025C,TS2-RT,12/01/11,12,11,-1,-7.66470
YNR038W,TS2-RT,12/01/11,12,21,-1,-1.60179
YLR457C,TS2-RT,12/01/11,14,3,-1,-6.07152
YGR195W,TS2-RT,12/01/11,14,19,-1,-7.76161
YPL094C,TS3-37,12/02/11,6,14,-1,-0.67221
YBR154C,TS3-37,12/02/11,15,3,-1,-10.45456
YML081C-A,TS3-37,12/02/11,15,8,-1,-1.14684
YML023C,TS3-37,12/02/11,15,9,-1,-3.30305
YGR092W,TS3-RT,12/02/11,4,16,-1,-9.60728
YBL023C,TS3-RT,12/02/11,6,13,-1,-0.23848
YER009W,TS3-RT,12/02/11,7,20,-1,-7.25258
YGR099W,TS3-RT,12/02/11,8,8,-1,-9.67397
YKL193C,TS3-RT,12/02/11,8,20,-1,-10.58680
YNR053C,TS3-RT,12/02/11,10,9,-1,-4.35890
YDR064W,TS3-RT,12/02/11,10,14,-1,-2.05052
YNL102W,TS3-RT,12/02/11,11,13,-1,-4.15980
YJL050W,TS3-RT,12/02/11,12,5,-1,-14.30501
YGL116W,TS3-RT,12/02/11,12,6,-1,-8.73805
YGL137W,TS3-RT,12/02/11,12,9,-1,-15.50801
YFR028C,TS3-RT,12/02/11,13,20,-1,-14.39909
YML069W,TS4-37,12/02/11,5,7,-1,-6.80472
YLR166C,TS4-37,12/02/11,6,5,-1,-0.64032
YPL228W,TS4-37,12/02/11,11,9,-1,-1.95244
YDL003W,TS4-37,12/02/11,11,17,-1,-10.60052
YNL261W,TS4-37,12/02/11,12,9,-1,-0.36866
YLR186W,TS4-37,12/02/11,13,5,-1,-10.80432
YGR092W,TS4-37,12/02/11,13,7,-1,-15.43878
YBR123C,TS4-RT,12/02/11,4,17,-1,-5.32419
YMR168C,TS4-RT,12/02/11,4,19,-1,-7.64023
YLL011W,TS4-RT,12/02/11,6,23,-1,-11.03170
YJL074C,TS4-RT,12/02/11,7,23,-1,-1.09952
YDR016C,TS4-RT,12/02/11,9,13,-1,-7.60095
YAL041W,TS4-RT,12/02/11,9,20,-1,-0.33795
YDL047W,S1,11/19/11,4,5,-1,-5.34067
YBL002W,S1,11/19/11,6,4,-1,-11.41378
YDL009C,S1,11/19/11,7,20,-1,-5.42948
YCR004C,S1,11/19/11,8,3,-1,-1.63533
YCR003W,S1,11/19/11,9,3,-1,-10.10855
YNL160W,S1,11/19/11,10,16,-1,-0.36280
YLR312W-A,S1,11/19/11,14,2,-1,-1.96616
YHR183W,S1,11/19/11,14,3,-1,-7.52589
YDR518W,S1,11/19/11,14,18,-1,-4.71562
YNL160W,S2,12/11/11,6,2,-1,-9.25892
YDL073W,S2,12/11/11,6,21,-1,-0.65030
YBR021W,S2,12/11/11,14,3,-1,-9.30784
