ORF,plate,date,row,col,class,score
YGR216C,TS3-RT,12/02/11,9,21,-1,-10.64090
YFL039C,TS3-RT,12/02/11,10,19,-1,-5.79077
YLR196W,TS3-RT,12/02/11,11,16,-1,-5.90115
YHR200W,TS3-RT,12/02/11,13,12,-1,-14.25375
YDL217C,TS3-RT,12/02/11,13,23,-1,-3.79214
YML023C,TS3-RT,12/02/11,15,9,-1,-8.10805
YJL005W,TS4-37,12/02/11,3,8,-1,-7.32780
YDR168W,TS4-37,12/02/11,3,10,-1,-5.88746
YHR190W,TS4-37,12/02/11,11,21,-1,-5.61939
YFL039C,TS4-RT,12/02/11,3,3,-1,-14.75190
YMR205C,TS4-RT,12/02/11,15,4,-1,-7.52808
YDR473C,TS4-RT,12/02/11,15,14,-1,-13.01073
YBR109C,TS4-RT,12/02/11,15,16,-1,-4.94343
YNL071W,TS4-RT,12/02/11,15,18,-1,-11.02534
YDR129C,S1,11/19/11,4,15,-1,-12.12903
YCR028C,S1,11/19/11,6,10,-1,-5.27388
YCR028C,S1,11/19/11,10,14,-1,-9.39285
YLR295C,S2,12/11/11,10,23,-1,-11.41500
YGR102C,S2,12/11/11,15,17,-1,-4.61123
